,path,factor1,factor2,factor3,factor4,factor5,factor6,factor7,attribute
107,cookgram  (13).jpg,0.528727472067079,0.43956840648023676,0.6921131813578696,0.6491634150272843,0.5405830739285848,0.5577277422117364,0.38390720551570223,0
108,cookgram  (131).jpg,0.432175353417278,0.29641966848582113,0.7061390817606437,0.7036877082874731,0.32592476005837756,0.6484984496504891,0.34827725592452663,0
109,cookgram  (135).jpg,0.7027920355806817,0.46893154285463523,0.32523106667467094,0.25877712781971046,0.45836064515386443,0.23913608490658844,0.5382856949862296,0
110,cookgram  (138).jpg,0.748690885208634,0.35022200598177267,0.3756256270541898,0.06675320003312596,0.39379202806882585,0.21378932907263803,0.5579555681247579,0
111,cookgram  (14).jpg,0.7214389168957677,0.5356521222316428,0.4128573217732925,0.6890667393858168,0.3468751902239462,0.6793323401521183,0.4238337008865729,0
112,cookgram  (141).jpg,0.5365431154112819,0.5509700931067711,0.5038210001163601,0.35561067311720623,0.45901674522623215,0.2969480956654844,0.5254951501495382,0
113,cookgram  (143).jpg,0.5918869345413623,0.5389465796382729,0.5051239901860631,0.2704602615825857,0.4090580014709111,0.3172206212126454,0.433812140712607,0
114,cookgram  (144).jpg,0.3266725415351407,0.23569066848282427,0.560902682047465,0.8107269223611511,0.3377617922217194,0.9251082162165194,0.23362445998735937,0
115,cookgram  (145).jpg,0.4956077790572454,0.5430159124057841,0.5379494334848278,0.3972191117424279,0.42976016973881626,0.5308562554623528,0.2707826661049084,0
116,cookgram  (148).jpg,0.6205267456682045,0.4914269440130836,0.42463508443165354,0.26416545496256133,0.41518848387001517,0.22894672639770253,0.6451076364883004,0
117,cookgram  (149).jpg,0.4185086168934829,0.5664038793729655,0.6166080050138161,0.3065427077427147,0.4318493036558029,0.3865635648561052,0.8141307787425665,0
118,cookgram  (15).jpg,0.619890566159534,0.4527712845704033,0.41750524479224715,0.3895131578302888,0.5390611256724878,0.4576282898776143,0.2850048721189651,0
119,cookgram  (151).jpg,0.44885339257767737,0.14477980418827086,0.5851085492713317,0.7419767137231945,0.5510928474724588,0.6744403647246646,0.24953620572334878,0
120,cookgram  (152).jpg,0.5959160381581061,0.25103631792339565,0.4969546678701722,0.3663652687578683,0.6430355455164911,0.5252529222190527,0.21281402055814969,0
121,cookgram  (153).jpg,0.5540712380373897,0.6069524106211521,0.42055695855021313,0.31754276144139676,0.3393083917961306,0.2995128444675017,0.6282744662954849,0
122,cookgram  (154).jpg,0.566093163150379,0.5591948185242313,0.34067773806409263,0.23598474237214012,0.4277585716261403,0.27738342765720825,0.4299762668194671,0
123,cookgram  (155).jpg,0.3741274208424438,0.45820833050407206,0.2691503802537418,0.6467164605326663,0.34544789773823625,0.568525714311461,0.43857247800685184,0
124,cookgram  (156).jpg,0.18803496405104558,0.3781564721521865,0.400616500604704,0.7947705249659738,0.6967401207724487,0.4296908042949641,0.33910807979409796,0
125,cookgram  (159).jpg,0.7693398861021069,0.40302663443810793,0.3304563092396444,0.7137464808476432,0.23318561259306125,0.7292084364421803,0.4536924393862274,0
126,cookgram  (163).jpg,0.5095492659585513,0.30216844376067986,0.3267610498395792,0.5257773757835962,0.4302296849016788,0.44632085525829,0.6035347842761274,0
127,cookgram  (165).jpg,0.47182797199471616,0.3717705536661188,0.5124585780721171,0.37619313124309844,0.5176973334816111,0.5501266843628534,0.4072482209044237,0
128,cookgram  (166).jpg,0.4148646617976374,0.44278963073286315,0.521657488260034,0.4477203277194856,0.5148097049765468,0.3834831610729288,0.5294803514159814,0
129,cookgram  (169).jpg,0.4509425440870375,0.46588012693030145,0.33703192853940345,0.214688141417623,0.6315489430491887,0.30637162642881477,0.6666245335218146,0
130,cookgram  (17).jpg,0.4362706832108955,0.49386145508985035,0.3943242720572906,0.49000878163416955,0.504160285511704,0.4824155315826075,0.1497165585816711,0
131,cookgram  (170).jpg,0.4612602941422666,0.09969240656101719,0.41853300992886533,0.7810474313976263,0.6734765887942941,0.5856739921931511,0.6200762459544165,0
132,cookgram  (171).jpg,0.2558210795614577,0.5030770240106281,0.7836012795894902,0.6948524931835167,0.32301990526895763,0.8728839268943791,0.271259291828857,0
133,cookgram  (172).jpg,0.4551003372221457,0.39138574732577736,0.5729382812019941,0.42885482268496483,0.513848827991067,0.5010517038792655,0.40141652529570115,0
134,cookgram  (174).jpg,0.4628499848113364,0.40702860125618723,0.5092380406944039,0.2786747148648841,0.5896243311996393,0.42852948850759276,0.7367017047682605,0
135,cookgram  (177).jpg,0.5597597543387285,0.3558317021819647,0.5038679233716639,0.16834647274190756,0.6028070947319896,0.35598836832753844,0.39870618880418673,0
136,cookgram  (18).jpg,0.6674334769961152,0.27941287120047953,0.3046257360281974,0.554523252951916,0.6320482170899205,0.3064587782080561,0.2624114204022223,0
137,cookgram  (182).jpg,0.2854119118988531,0.4679995713558287,0.5939639687960889,0.8628992008092082,0.5443633135983872,0.6202729735883958,0.38081775358409753,0
138,cookgram  (186).jpg,0.4098052566977339,0.0,0.3139435230173466,0.7287184055500235,0.9463972497394114,0.4383858920565764,0.27545315596214204,0
139,cookgram  (192).jpg,0.5311006795451592,0.5819949719662316,0.5656802005274668,0.29429268197807606,0.4844467070767182,0.42203984501952707,0.4714332822771947,0
140,cookgram  (194).jpg,0.5186364417932037,0.38740657509121756,0.6746074392951507,0.4755216243757349,0.4856906753446717,0.66304451957046,0.3690608716628718,0
141,cookgram  (195).jpg,0.4102527464191647,0.6195499238831768,0.512642592723453,0.6224606316890187,0.18461006519118306,0.5700656727164515,0.36286707022518105,0
142,cookgram  (196).jpg,0.5105665204612275,0.2466603556750181,0.2798937588681434,0.6113118004610967,0.42361645887980814,0.4406526002834785,0.6000145680752476,0
143,cookgram  (197).jpg,0.529666912330756,0.5815256529939035,0.6472654246983853,0.19084051965052334,0.38684497380521177,0.4501094127786709,0.532288858504542,0
144,cookgram  (2).jpg,0.6625256276464556,0.2432421127104747,0.24575375657229914,0.38799510252533015,0.7306625655329951,0.39651612502661693,0.2982762671876569,0
145,cookgram  (202).jpg,0.5710567946171987,0.5388953617990053,0.5262167066948549,0.33757900201524,0.44862246773335046,0.4636225205441946,0.7834075499691524,0
146,cookgram  (21).jpg,0.5980705356993216,0.38615199363243624,0.4473004241293246,0.4212213923750367,0.6007831253935737,0.2986781849442284,0.3376769204596939,0
147,cookgram  (23).jpg,0.5749014323304635,0.16217455801618608,0.43949510203396214,0.6629448132661084,0.46143637949762484,0.6432733510016349,0.4310730529695439,0
148,cookgram  (24).jpg,0.6463749530799577,0.48684090837135585,0.3857773443360766,0.3589243799536573,0.5511503756011922,0.3503209034381767,0.4669717994761624,0
149,cookgram  (29).jpg,0.5055282703702054,0.39043248386265383,0.5338255608495077,0.4510785673982027,0.5160233818751456,0.44250274971587467,0.3715163608583669,0
150,cookgram  (32).jpg,0.4654063059532231,0.31942485480708205,0.3861397628431056,0.7025107974593618,0.6713232805998646,0.4419542223793702,0.2922662505639724,0
151,cookgram  (35).jpg,0.5557932460838746,0.455232428952947,0.3237801334488333,0.3433477694714456,0.6141260637565276,0.4025086965128293,0.35901439779740296,0
152,cookgram  (38).jpg,0.7159343802143632,0.3694633930784995,0.14885654375791435,0.6469330112344034,0.3317224447337196,0.38787560540122246,0.7442595189097017,0
153,cookgram  (4).jpg,0.6341809662115013,0.4833747416728875,0.3819426949957281,0.316654261720068,0.4970250022884538,0.1801742918094389,0.5688208683757872,0
154,cookgram  (46).jpg,0.7020583495781043,0.3360357855508642,0.5152530316094299,0.4140955068549938,0.37638396930689644,0.42459538391513774,0.5366534867080497,0
155,cookgram  (48).jpg,0.5083191320832972,0.5361852776156455,0.5226511530377622,0.5137351090814364,0.3964593049755718,0.5515593306107134,0.6880054289690511,0
156,cookgram  (5).jpg,0.548267679999259,0.2737278692326961,0.37638572299884987,0.4121136555668475,0.6391894612113844,0.43294704058083333,0.18650592763752205,0
157,cookgram  (55).jpg,0.4102591049438544,0.5341251161976908,0.3599860116573801,0.652787962255045,0.5392216503034961,0.34454101226080325,0.5117857224331199,0
158,cookgram  (56).jpg,0.5126611909326448,0.13668461279409883,0.34025565138124847,0.7466311185234864,0.5230690889670151,0.5706521951534234,0.40186354577588523,0
159,cookgram  (57).jpg,0.5977181973554538,0.5921112906396195,0.5142728612967613,0.24808157397966107,0.3630508755637132,0.29521738714008117,0.4586457189924984,0
160,cookgram  (58).jpg,0.572006220816983,0.40047423066316723,0.38148186760096503,0.6306227076270119,0.4742105812505386,0.4002283078985558,0.568325990887216,0
161,cookgram  (6).jpg,0.4479192312454139,0.3227406491730537,0.6993900805389142,0.7468423487431115,0.28778830955513224,0.9950382658783641,0.2314642361724133,0
162,cookgram  (62).jpg,0.5252116434215254,0.47614145763501137,0.37907763835945896,0.4186355426789308,0.5180647881128266,0.4050490861559475,0.5411542842963875,0
163,cookgram  (68).jpg,0.683657935745826,0.32003939469722187,0.5959400020652139,0.46873962062787294,0.35056386056507505,0.5923768500110704,0.4962783641159918,0
164,cookgram  (70).jpg,0.45825310387650287,0.6138181013481068,0.5116071821050072,0.4078683613026239,0.3564656454493632,0.4524694316206943,0.4278647724637814,0
165,cookgram  (75).jpg,0.44613431785635416,0.6128106649373932,0.508565680956502,0.3135887681060177,0.5908908231224437,0.2655332393885501,0.42778881108536204,0
166,cookgram  (77).jpg,0.43611203257142944,0.3037973396858572,0.3841083600993591,0.46913604941431514,0.7590838323881596,0.3707541594575672,0.17616496087721178,0
167,cookgram  (8).jpg,0.5844367763726721,0.5992084782482008,0.4604930712929842,0.261782641238481,0.4526178407459944,0.3358634844164652,0.42112067759689764,0
168,cookgram  (81).jpg,0.6076163346365188,0.43371326227612683,0.521435227196972,0.2680234562853269,0.42626869292125613,0.5212314664138074,0.30753640881539224,0
169,cookgram  (84).jpg,0.44277923309366,0.700341350141928,0.49708387352957484,0.3129044798928962,0.3818794224688349,0.29281785907107416,0.5530313022280873,0
170,cookgram  (87).jpg,0.5563457686179618,0.6028835667421932,0.4205115165209776,0.27800361669794,0.45458132606084634,0.39707910679897784,0.46938681096557366,0
171,cookgram  (9).jpg,0.714212735915176,0.5242848797022963,0.2989892414621196,0.28442557036837374,0.4916119628461556,0.493761662514028,0.43334514973544924,0
172,cookgram  (90).jpg,0.6542484365174561,0.32414255809074455,0.5554730473073075,0.4534544489588949,0.390974851554024,0.5354195208423678,0.48394741916907136,0
173,cookgram  (92).jpg,0.5228495814593055,0.5711393095464805,0.5225991787611954,0.4102589805351407,0.4617916625130073,0.3964890222637003,0.46130797862591844,0
174,cookgram  (93).jpg,0.36889696352442314,0.44375424697855714,0.6306630492101115,0.688204297510048,0.5006464779133268,0.6241185774929308,0.23213826582727304,0
175,cookgram  (95).jpg,0.6922951222082546,0.42327620430377433,0.5125044687949907,0.23507072821175684,0.5755247484935642,0.4021036611261961,0.5106460561516466,0
176,cookgram  (98).jpg,0.5158258883120305,0.26989642346417053,0.570310846529898,0.5153094225832853,0.30053196906601376,0.7047983571173997,0.32431555365178477,0
177,cookgram  (99).jpg,0.4442785312400831,0.4464309888621454,0.41531069719251845,0.49714908218537707,0.7051707734153543,0.1862208250539552,0.3075491948292084,0
178,hayaben_tarou (11).jpg,0.7630307875925836,0.5734041741418605,0.7654762584293948,0.4944344267945016,0.17231409685038668,0.5188879259127412,0.5183644210023892,0
